"PhonologicalForm","WrittenForm","SynCatCode","Freq","StressPattern"
"sAxtAri","ساختاري","A0","150","WWS"
"saxtdel","سخت‌دل","A0","3","WS"
"saxtdeli","سختدلي","N1","1","WWS"
"sAxte","ساخته","A0","300","WS"
"sAxtegi","ساختگي","A0","60","WWS"
"sAxtemAn","ساختمان","N1","1905","WWS"
"sAxtemAni","ساختماني","A0","315","WWWS"
"sAxtemAnsAz","ساختمان‌ساز","A0","2","WWWS"
"sAxtemAnsAzi","ساختمان‌سازي","N1","39","WWWWS"
"sAxteSode","ساخته‌شده","A0","60","WWWS"
"sAxtevopardAxte","ساخته‌وپرداخته","A0","1","WWWWWS"
"saxtgir","سختگير","A0","30","WS"
"saxtgirAne","سختگيرانه","A0","15","WWWS"
"saxtgiri","سختگيري","N1","60","WWS"
"saxtgozar","سختگذر","A0","15","WWS"
"saxti","سختي","N1","285","WS"
"saxtid","سختيد","V2","5000","WS"
"saxtisanj","سختي‌سنج","N1","1","WWS"
"saxtjAn","سخت‌جان","A0","1","WS"
"saxtjAni","سخت‌جاني","N1","1","WWS"
"saxtkAm","سخت‌كام","N1","1","WS"
"saxtkAme","سخت‌كامه","N1","1","WWS"
"saxtkAr","سختكار","A0","15","WS"
"saxtkuS","سختكوش","A0","15","WS"
"saxtkuSi","سختكوشي","N1","15","WWS"
"sAxtopAxt","ساخت‌و‌پاخت","N1","1","WWS"
"sAxtosAz","ساخت‌وساز","N1","75","WWS"
"saxtpA","سختپا","A0","1","WS"
"saxtpust","سخت‌پوست","N1","30","WS"
"saxtpustAn","سختپوستان","N1","1","WWS"
"saxtSAme","سخت‌شامه","N1","1","WWS"
"saxtsar","سخت‌سر","A0","1","WS"
"saxtsarAn","سخت‌سران","N1","1","WWS"
"sa'y","سعي","A0","1155","S"
"sAyA","سايا","A0","1","WS"
"SAyad","شايد","Ad","1005","WS"
"SAyad","شايد","V2","5000","WS"
"SAyadobAyad","شايدوبايد","A0","1","WWWWS"
"SAyA'i","شايائي","N1","1","WWS"
"sayalAn","سيلان","N1","15","WWS"
"SAyAn","شايان","A0","150","WS"
"sAyand","سايند","N1","1","WS"
"SAyAnetavajjoh","شايان‌‌توجه","A0","1","WWWWWS"
"SAyAnezekr","شايان‌‌ذكر","A0","2","WWWS"
"SayAtin","شياطين","N1","30","WWS"
"sAydbAysAyd","سايدباي‌سايد","N1","1","WWS"
"sAye","سايه","N1","450","WS"
"SAye'","شايع","A0","45","WS"
"sAye'afkan","سايه‌افكن","N1","1","WWWS"
"sAye'andAz","سايه‌انداز","A0","1","WWWS"
"SAye'At","شايعات","N1","1","WWS"
"sAyeb","صايب","A0","1","WS"
"sAyebAn","سايبان","N1","6","WWS"
"sAyebAn","سايه‌بان","N1","2","WWS"
"SAyebe","شايبه","N1","1","WWS"
"sAyedAr","سايه‌دار","A0","4","WWS"
"sAyeduzi","سايه‌دوزي","N1","1","WWWS"
"SAye'e","شايعه","N1","30","WWS"
"SAye'eparAkani","شايعه‌پراكني","N1","15","WWWWWWS"
"SAye'epardAz","شايعه‌‌پرداز","A0","2","WWWWS"
"SAye'epardAzi","شايعه‌‌پردازي","N1","1","WWWWWS"
"SAye'esAz","شايعه‌‌ساز","A0","2","WWWS"
"SAye'esAzi","شايعه‌‌سازي","N1","6","WWWWS"
"SAyegAn","شايگان","A0","5","WWS"
"sAyegostar","سايه‌گستر","N1","3","WWWS"
"sAyel","سايل","N1","1","WS"
"sAyem","صايم","A0","1","WS"
"sAyeneSin","سايه‌نشين","A0","1","WWWS"
"SAyeq","شايق","A0","1","WS"
"sAyeq","صايغ","N1","2","WS"
"sAyer","ساير","N1","2925","WS"
"sAyeres","سايه‌رس","A0","1","WWS"
"sAyerowSan","سايه‌روشن","N1","10","WWWS"
"sAyeru","سايه‌‌‌‌رو","A0","1","WWS"
"sAyeS","سايش","N1","1","WS"
"sAyesAr","سايه‌سر","N1","1","WWS"
"SAyest","شايست","V2","5000","WS"
"SAyeste","شايسته","A0","525","WWS"
"SAyestegi","شايستگي","N1","90","WWWS"
"SAyestesAlAri","شايسته‌‌سالاري","N1","22","WWWWWS"
"sAyevAr","سايه‌وار","A0","2","WWS"
"sAyexoSk","سايه‌خشك","A0","1","WWS"
"sAyid","ساييد","V2","5000","WS"
"sAyide","ساييده","A0","4","WWS"
"sAyidegi","ساييدگي","N1","1","WWWS"
"sAyideSode","ساييده‌شده","A0","1","WWWWS"
"sAykoz","سايكوز","N1","1","WS"
"sAypA","سايپا","N1","285","WS"
"sAypAdizel","سايپاديزل","N1","4","WWWS"
"sAyt","سايت","N1","135","S"
"SAyvard","شايورد","N1","1","WS"
"SayyAd","شياد","A0","14","WS"
"sayyAd","صياد","N1","75","WS"
"sayyAdi","صيادي","N1","180","WWS"
"sayyAdiyAn","صياديان","N4","1","WWWS"
"sayyAdpur","صيادپور","N4","1","WWS"
"sayyAdSirAzi","صياد‌‌شيرازي","N4","1","WWWWS"
"sayyAf","سياف","A0","4","WS"
"sayyAfzAde","صياف‌‌زاده","N4","2","WWWS"
"sayyAh","سياح","N1","15","WS"
"sayyAl","سيال","A0","45","WS"
"sayyAr","سيار","A0","60","WS"
"sayyArak","سيارك","N1","1","WWS"
"sayyArAt","سيارات","N1","17","WWS"
"sayyAre","سياره","N1","300","WWS"
"sayyAs","سياس","A0","1","WS"
"sAyz","سايز","N1","18","S"
"sAz","ساز","N1","90","S"
"sAz","ساز","V1","5000","S"
"SAz","شاذ","A0","2","S"
"sAzA","سازا","N1","1","WS"
"sAzand","سازند","N1","1","WS"
"sAzande","سازنده","A0","285","WWS"
"sAzandegi","سازندگي","N1","1395","WWWS"
"sAzbandi","سازبندي","N1","1","WWS"
"sAzdahani","سازدهني","N1","1","WWWS"
"SAzde","شازده","N1","10","WS"
"sAze","سازه","N1","60","WS"
"sAzemAnbandi","سازمان‌بندي","N1","1","WWWWS"
"sAzemAndahande","سازمان‌دهنده","N1","15","WWWWWS"
"sAzeS","سازش","N1","165","WS"
"sAzeSdahande","سازش‌دهنده","A0","2","WWWWS"
"sAzeSkAr","سازشكار","A0","3","WWS"
"sAzeSkArAne","سازشكارانه","Ad","8","WWWWS"
"sAzeSkAri","سازشكاري","N1","3","WWWS"
"sAzeSnAme","سازشنامه","N1","1","WWWS"
"sAzeSnApazir","سازش‌ناپذير","A0","2","WWWWS"
"sAzeSnApaziri","سازش‌ناپذيري","N1","3","WWWWWS"
"sAzgAr","سازگار","A0","45","WS"
"sAzgAri","سازگاري","N1","30","WWS"
"sAzi","سازي","N1","20","WS"
"sAzmAn","سازمان","N1","9945","WS"
"sAzmAndehi","سازماندهي","N1","330","WWWS"
"sAzmAndehikonande","سازماندهي‌كننده","A0","2","WWWWWWS"
"sAzmAndehiSode","سازماندهي‌شده","A0","10","WWWWWS"
"sAzmAni","سازماني","A0","60","WWS"
"sAzmAnnayAfte","سازمان‌نيافته","A0","1","WWWWS"
"sAzmAnyAbi","سازمان‌يابي","N1","1","WWWS"
"sAzmAnyAfte","سازمان‌يافته","A0","75","WWWS"
"sAzo'AvAz","سازوآواز","N1","1","WWWS"
"sAzobarg","سازوبرگ","N1","4","WWS"
"sAzodohol","سازودهل","N1","1","WWWS"
"sAzokAr","سازوكار","N1","45","WWS"
"sAzSenAsi","سازشناسي","N1","1","WWWS"
"sAzu","سازو","N1","1","WS"
"sAzvAr","سازوار","A0","2","WS"
"sAzvAre","سازواره","N1","1","WWS"
"sAzvAri","سازواري","N1","2","WWS"
"sAzzan","ساززن","N1","1","WS"
"se","3","No","1","S"
"se","ث","Ab","1","S"
"se","ث","Al","1","S"
"se","س","Ab","1","S"
"se","سه","Nu","15390","S"
"Se","ش","Ab","1","S"
"Se'Amat","شئامت","N1","1","WWS"
"Se'Amat","شآمت","N1","1","WWS"
"se'Ans","سئانس","N1","1","WS"
"SebAhat","شباهت","N1","60","WWS"
"sebar","سه‌بر","A0","1","WS"
"sebAstiyan","سباستين","N3","7","WWWS"
"sebaxSi","سه‌‌بخشي","A0","3","WWS"
"Se'be'abitAleb","شعب‌‌ابي‌‌طالب","N2","1","WWWWWS"
"Sebet","شبت","N1","1","WS"
"sebeyti","سه‌‌بيتي","A0","1","WWS"
"Sebhe'AzmAyeSi","شبه‌‌آزمايشي","A0","4","WWWWWS"
"Sebhe'elmi","شبه‌علمي","A0","15","WWWS"
"Sebhefahangi","شبه‌‌فرهنگي","A0","1","WWWWS"
"Sebhejazire","شبه‌جزيره","N1","225","WWWWS"
"Sebhemazhabi","شبه‌مذهبي","A0","15","WWWWS"
"SebhenezAmi","شبه‌نظامي","N1","75","WWWWS"
"Sebhepul","شبه‌‌پول","A0","2","WWS"
"SebheqArre","شبه‌قاره","N1","60","WWWS"
"SebheroSanfekr","شبه‌روشنفكر","A0","15","WWWWS"
"Sebhetajrobi","شبه‌‌تجربي","A0","1","WWWWS"
"sebil","سبيل","N1","75","WS"
"sebildAr","سبيل‌دار","A0","1","WWS"
"sebilu","سبيلو","A0","1","WWS"
"Sebli","شبلي","N4","12","WS"
"sebo'di","سه‌‌بعدي","A0","50","WWS"
"sebqat","سبقت","N1","60","WS"
"sebqatgAh","سبقتگاه","N1","1","WWS"
"sebqe","صبغه","N1","16","WS"
"Sebr","شبر","N1","1","S"
"seCarxe","سه‌‌چرخه","N1","4","WWS"
"sedA","صدا","N1","960","WS"
"sedAbandi","صدابندي","N1","1","WWWS"
"sedAbar","صدابر","N1","1","WWS"
"sedAbardAr","صدابردار","N1","7","WWWS"
"sedAbardAri","صدابرداري","N1","15","WWWWS"
"sedAdAr","صدادار","N1","1","WWS"
"sedAgir","صداگير","A0","1","WWS"
"sedAgozAr","صداگذار","A0","15","WWWS"
"sedAgozAri","صداگذاري","N1","30","WWWWS"
"sedA'i","صدائي","A0","45","WWS"
"sedA'osimA","صداوسيما","N1","85","WWWWS"
"sedApiSe","صداپيشه","N1","1","WWWS"
"sedAqat","صداقت","N1","165","WWS"
"sedAqati","صداقتي","N4","2","WWWS"
"sedAqatniyA","صداقت‌‌نيا","N4","1","WWWWS"
"sedAqatzAde","صداقت‌زاده","N4","15","WWWWS"
"sedArat","صدارت","N1","15","WWS"
"sedarCAhAr","سه‌‌در‌‌چهار","A0","1","WWWS"
"sedAxafekon","صداخفه‌‌كن","A0","6","WWWWS"
"sedAyi","صدايي","A0","30","WWS"
"Seddat","شدت","N1","375","WS"
"seddebAlestik","ضد‌‌بالستيك","A0","5","WWWWS"
"seddesaretAni","ضدسرطاني","A0","10","WWWWWS"
"seddesel","ضدسل","A0","1","WWS"
"seddeseli","ضد‌‌سلي","A0","1","WWWS"
"seddiq","صديق","A0","60","WS"
"seddiqe","صديقه","N3","105","WWS"
"seddiqin","صديقين","N1","5","WWS"
"sediqatossAdAt","صديقة‌‌السادات","N3","1","WWWWWS"
"sediqi","صديقي","N4","15","WWS"
"sediqiyAn","صديقيان","N4","5","WWWS"
"SedkAr","شدكار","N1","1","WS"
"sedq","صدق","N1","60","S"
"sedqi","صدقي","N4","15","WS"
"sedqiyAni","صدقياني","N4","15","WWWS"
"sedqpur","صدق‌‌پور","N4","1","WS"
"sedr","سدر","N1","1","S"
"SedyAr","شديار","N1","1","WS"
"se'e","سعه","N1","49","WS"
"se'emtiyAzi","سه‌‌امتيازي","A0","1","WWWWS"
"se'eyesadr","سعه‌صدر","N1","30","WWWS"
"sefAhat","سفاهت","N1","1","WWS"
"sefAq","صفاق","N1","3","WS"
"sefAqbini","صفاق‌بيني","N1","1","WWWS"
"sefArat","سفارت","N1","375","WWS"
"sefAratxAne","سفارتخانه","N1","30","WWWWS"
"sefAreS","سفارش","N1","315","WWS"
"sefAreSdahande","سفارش‌دهنده","N1","15","WWWWWS"
"sefAreSi","سفارشي","A0","60","WWWS"
"sefAreSnAme","سفارشنامه","N1","1","WWWWS"
"sefAreSpaziri","سفارش‌پذيري","N1","15","WWWWWS"
"sefAreSSode","سفارش‌شده","A0","1","WWWWS"
"sefarsaxi","سه‌‌فرسخي","N1","2","WWWS"
"sefAt","صفات","N1","105","WS"
"sefat","صفت","N1","30","WS"
"sefAti","صفاتي","A0","7","WWS"
"sefati","صفتي","A0","16","WWS"
"sefatollAh","صفت‌‌الله","N3","1","WWWS"
"sefAz","سه‌‌فاز","A0","11","WS"
"sefAze","سه‌‌فازه","A0","3","WWS"
"seffeyn","صفين","N2","22","WS"
"sefid","سفيد","A0","1335","WS"
"sefidAb","سفيداب","N1","2","WWS"
"sefidak","سفيدك","N1","1","WWS"
"sefidAl","سفيدآل","N1","1","WWS"
"sefidAr","سفيدار","N1","1","WWS"
"sefidbAlAn","سفيدبالان","N1","1","WWWS"
"sefidbaxt","سفيدبخت","A0","1","WWS"
"sefidCeSm","سفيدچشم","A0","1","WWS"
"sefide","سفيده","N1","15","WWS"
"sefidemzA","سفيدامضا","N1","1","WWWS"
"sefidfAm","سفيدفام","A0","1","WWS"
"sefidgar","سفيدگر","N1","1","WWS"
"sefidgari","سفيدگري","N1","1","WWWS"
"sefidgonbad","سفيدگنبد","N2","15","WWWS"
"sefidhAg","سفيدهاگ","N1","1","WWS"
"sefidi","سفيدي","N1","30","WWS"
"sefidkAri","سفيدكاري","N1","2","WWWS"
"sefidkonande","سفيدكننده","A0","6","WWWWS"
"sefidkuh","سفيدكوه","N2","15","WWS"
"sefidmohr","سفيدمهر","N1","1","WWS"
"sefidmu","سفيدمو","A0","1","WWS"
"sefidpazi","سفيدپزي","N1","1","WWWS"
"sefidpuS","سفيدپوش","A0","15","WWS"
"sefidpust","سفيدپوست","A0","105","WWS"
"sefidrang","سفيد‌رنگ","A0","20","WWS"
"sefidru","سفيدرو","A0","1","WWS"
"sefidrud","سفيدرود","N2","34","WWS"
"sefidSode","سفيد‌شده","A0","1","WWWS"
"sefidSuyi","سفيدشويي","N1","1","WWWS"
"sefle","سفله","A0","30","WS"
"seflis","سفليس","N1","3","WS"
"sefr","0","No","1","S"
"sefr","سفر","N1","1","S"
"sefr","صفر","N1","1590","S"
"sefrband","صفربند","N1","1","WS"
"sefrkilumetr","صفر‌‌كيلومتر","A0","11","WWWS"
"seft","سفت","A0","45","S"
"Sefte","شفته","A0","1","WS"
"sefti","سفتي","N1","6","WS"
"seftkAri","سفت‌كاري","N1","1","WWS"
"seftosaxt","سفت‌وسخت","Ad","1","WWS"
"segAh","سه‌‌گاه","N1","3","WS"
"segAl","سگال","N1","1","WS"
"segAm","سگام","N1","15","WS"
"segAm","سه‌‌گام","N1","1","WS"
"segAne","سه‌‌گانه","A0","171","WWS"
"segAnegi","سه‌گانگي","N1","1","WWWS"
"Segeft","شگفت","A0","45","WS"
"SegeftA","شگفتا","Exp","11","WWS"
"SegeftAfarin","شگفت‌‌آفرين","A0","1","WWWWS"
"Segeftangiz","شگفت‌انگيز","A0","90","WWWS"
"SegeftAvar","شگفت‌آور","A0","30","WWWS"
"Segefti","شگفتي","N1","90","WWS"
"Segefti'Afarin","شگفتي‌‌آفرين","A0","2","WWWWWS"
"Segefti'Avar","شگفتي‌‌آور","A0","1","WWWWS"
"Segeftibarangiz","شگفتي‌‌برانگيز","A0","1","WWWWWS"
"SegeftisAz","شگفتي‌‌ساز","A0","7","WWWS"
"Segeftzade","شگفت‌‌زده","A0","31","WWWS"
"Segeftzadegi","شگفت‌زدگي","N1","1","WWWWS"
"Segerd","شگرد","N1","15","WS"
"Segerf","شگرف","N1","30","WS"
"Segerfi","شگرفي","N1","2","WWS"
"segerme","سگرمه","N1","2","WWS"
"segonbad","سه‌گنبد","N2","15","WWS"
"seguS","سه‌‌گوش","A0","2","WS"
"seguSe","سه‌گوشه","N1","1","WWS"
"sehafte'i","سه‌‌هفته‌‌اي","A0","3","WWWS"
"sehezArnafari","سه‌‌هزار‌‌نفري","A0","1","WWWWWS"
"sehhat","صحت","N1","210","WS"
"sehhatosoqm","صحت‌‌و‌‌سقم","N1","3","WWWS"
"sehhe","صحه","N1","45","WS"
"sehhegozAri","صحه‌‌گذاري","N1","2","WWWWS"
"sehhi","صحي","A0","2","WS"
"sehhiyye","صحيه","A0","1","WWS"
"Sehne","شحنه","N1","1","WS"
"sehrAmiz","سحرآميز","A0","7","WWS"
"sehr'angiz","سحر‌انگيز","A0","15","WWS"
"sehrAsA","سحرآسا","A0","1","WWS"
"sehre","سهره","N1","1","WS"
"sehrehA","سهره‌ها","N1","1","WWS"
"sejAf","سجاف","N1","1","WS"
"sejahAni","سه‌جهاني","N1","1","WWWS"
"sejAnebe","سه‌‌جانبه","A0","77","WWWS"
"sejeldi","سه‌‌جلدي","A0","5","WWS"
"sejell","سجل","N1","4","WS"
"SekAf","شكاف","N1","105","WS"
"SekAf","شكاف","V1","5000","WS"
"SekAfande","شكافنده","A0","1","WWWS"
"SekAfpazir","شكاف‌‌پذير","A0","7","WWWS"
"SekAft","شكافت","V2","5000","WS"
"SekAftani","شكافتني","A0","1","WWWS"
"SekAfte","شكافته","A0","11","WWS"
"SekAftegi","شكافتگي","N1","1","WWWS"
"sekAm","سكام","N1","1","WS"
"Sekam","شكم","N1","150","WS"
"Sekamband","شكم‌‌بند","N1","1","WWS"
"SekambAre","شكمباره","A0","1","WWWS"
"Sekambe","شكمبه","N1","1","WWS"
"SekamCarAn","شكم‌چران","A0","1","WWWS"
"SekamCarAni","شكم‌چراني","N1","1","WWWWS"
"SekamCe","شكمچه","N1","1","WWS"
"Sekamdard","شكم‌درد","N1","1","WWS"
"Sekamgonde","شكم‌گنده","A0","1","WWWS"
"Sekami","شكمي","A0","15","WWS"
"SekampA","شكمپا","A0","1","WWS"
"Sekamparast","شكم‌پرست","A0","1","WWWS"
"Sekamparvar","شكم‌پرور","A0","1","WWWS"
"Sekamparvari","شكم‌‌پروري","N1","1","WWWWS"
"SekampAyAn","شكم‌پايان","N1","1","WWWS"
"Sekamporkon","شكم‌پركن","A0","1","WWWS"
"SekamraveS","شكم‌روش","N1","1","WWWS"
"Sekamu","شكمو","N1","1","WWS"
"SekAn","شكان","V1","5000","WS"
"Sekan","شكن","N1","30","WS"
"Sekan","شكن","V1","5000","WS"
"sekAnAle","سه‌‌كاناله","A0","1","WWWS"
"Sekanande","شكننده","A0","60","WWWS"
"Sekanandegi","شكنندگي","N1","15","WWWWS"
"Sekanbe","شكنبه","N1","2","WWS"
"SekAnd","شكاند","V2","5000","WS"
"sekandar","سكندر","N3","1","WWS"
"sekandari","سكندري","N1","1","WWWS"
"sekangabin","سكنگبين","N1","1","WWWS"
"Sekanj","شكنج","N1","4","WS"
"Sekanje","شكنجه","N1","330","WWS"
"sekanjebin","سكنجبين","N1","2","WWWS"
"Sekanjegar","شكنجه‌گر","N1","1","WWWS"
"SekanjeSode","شكنجه‌شده","A0","15","WWWWS"
"sekAns","سكانس","N1","4","WS"
"sekAnt","سكانت","N1","1","WS"
"sekAr","سكار","V1","5000","WS"
"SekAr","شكار","N1","330","WS"
"Sekar","شكر","N1","210","WS"
"SekarAb","شكر‌‌آب","N1","3","WWS"
"SekarAb","شكراب","N1","1","WWS"
"Sekarak","شكرك","N1","1","WWS"
"SekArbAn","شكاربان","N1","1","WWS"
"SekArbAni","شكارباني","N1","1","WWWS"
"SekarbAr","شكربار","A0","5","WWS"
"SekArCi","شكارچي","N1","30","WWS"
"SekardAn","شكردان","N1","1","WWS"
"SekarestAn","شكرستان","N1","1","WWWS"
"SekArgAh","شكارگاه","N1","15","WWS"
"SekArgahi","شكارگاهي","A0","2","WWWS"
"SekArgar","شكارگر","A0","1","WWS"
"SekArgari","شكارگري","N1","1","WWWS"
"SekAri","شكاري","A0","15","WWS"
"Sekari","شكري","A0","15","WWS"
"sekarid","سكاريد","V2","5000","WWS"
"Sekarin","شكرين","A0","1","WWS"
"Sekarpanir","شكرپنير","N1","1","WWWS"
"SekarpAre","شكرپاره","N1","1","WWWS"
"SekarpAS","شكرپاش","N1","1","WWS"
"Sekarriz","شكرريز","N1","2","WWS"
"Sekarsoxan","شكرسخن","A0","1","WWWS"
"SekartiqAl","شكرتيغال","N1","1","WWWS"
"SekarxAb","شكرخواب","N1","1","WWS"
"Sekarxand","شكرخند","N1","1","WWS"
"Sekast","شكست","N1","1860","WS"
"Sekast","شكست","V2","5000","WS"
"Sekastani","شكستني","A0","1","WWWS"
"Sekaste","شكسته","A0","435","WWS"
"Sekasteband","شكسته‌‌بند","N1","1","WWWS"
"Sekastebandi","شكسته‌‌بندي","N1","2","WWWWS"
"Sekastebaste","شكسته‌بسته","A0","1","WWWWS"
"Sekastedel","شكسته‌دل","A0","15","WWWS"
"Sekastedeli","شكسته‌دلي","N1","15","WWWWS"
"Sekastegi","شكستگي","N1","30","WWWS"
"Sekastenafs","شكسته‌نفس","A0","1","WWWS"
"Sekastenafsi","شكسته‌نفسي","N1","1","WWWWS"
"Sekastenasta'liq","شكسته‌‌نستعليق","N1","1","WWWWWS"
"Sekastenevisi","شكسته‌نويسي","N1","15","WWWWWS"
"SekasteSode","شكسته‌‌شده","A0","1","WWWWS"
"SekastexAter","شكسته‌خاطر","A0","1","WWWWS"
"SekastnApazir","شكست‌‌ناپذير","A0","12","WWWWS"
"SekastnApaziri","شكست‌ناپذيري","N1","30","WWWWWS"
"Sekastxorde","شكست‌خورده","A0","15","WWWS"
"SekAyAt","شكايات","N1","1","WWS"
"SekAyat","شكايت","N1","315","WWS"
"SekAyatAmiz","شكايت‌‌آميز","A0","1","WWWWS"
"SekAyatkonande","شكايت‌‌كننده","A0","2","WWWWWS"
"SekAyatnAme","شكايت‌‌نامه","N1","4","WWWWS"
"SekAyatSavande","شكايت‌‌شونده","A0","1","WWWWWS"
"sekelAse","سه‌‌كلاسه","A0","1","WWWS"
"sekilugerami","سه‌‌كيلوگرمي","A0","1","WWWWWS"
"sekilumetri","سه‌‌كيلومتري","A0","2","WWWWS"
"sekke","سكه","N1","825","WS"
"sekke'i","سكه‌اي","A0","1","WWS"
"sekkeSenAsi","سكه‌شناسي","N1","1","WWWWS"
"sekkeSomAr","سكه‌شمار","A0","2","WWWS"
"Sekl","شكل","N1","2250","S"
"SeklAfarin","شكل‌‌آفرين","A0","1","WWWS"
"Seklak","شكلك","N1","1","WS"
"Seklbandi","شكل‌‌بندي","N1","9","WWS"
"SeklbaxSi","شكل‌بخشي","N1","15","WWS"
"Sekldahande","شكل‌دهنده","A0","15","WWWS"
"Sekldehi","شكل‌دهي","N1","15","WWS"
"Seklgerefte","شكل‌‌گرفته","A0","5","WWWS"
"Seklgiri","شكل‌گيري","N1","345","WWS"
"Sekli","شكلي","A0","165","WS"
"SekloSamAyel","شكل‌وشمايل","N1","1","WWWWS"
"Seklpaziri","شكل‌پذيري","N1","1","WWWS"
"SeklyAbi","شكل‌‌يابي","N1","2","WWS"
"SeklyAfte","شكل‌‌يافته","A0","1","WWS"
"Sekof","شكف","V1","5000","WS"
"Sekoft","شكفت","V2","5000","WS"
"Sekofte","شكفته","A0","15","WWS"
"Sekoftegi","شكفتگي","A0","7","WWWS"
"sekolAr","سكولار","A0","20","WWS"
"sekolArism","سكولاريسم","N1","18","WWWS"
"sekolArize","سكولاريزه","A0","2","WWWWS"
"sekolArizm","سكولاريزم","N1","10","WWWS"
"sekonji","سه‌كنجي","N1","1","WWS"
"sekreter","سكرتر","N1","1","WWS"
"sekretin","سكرتين","N1","1","WWS"
"seks","سكس","N1","9","S"
"sekseke","سكسكه","N1","16","WWS"
"seksi","سكسي","A0","1","WS"
"Sekspir","شكسپير","N3","34","WS"
"sektArism","سكتاريسم","N1","1","WWS"
"sekte","سكته","N1","30","WS"
"sekte'i","سكته‌اي","A0","1","WWS"
"Sekuf","شكوف","V1","5000","WS"
"SekufAyi","شكوفايي","N1","60","WWWS"
"Sekufid","شكوفيد","V2","5000","WWS"
"sekuhe","سه‌‌كوهه","N1","1","WWS"
"SekvA'iyye","شكوائيه","N1","60","WWWS"
"SekvAyiyye","شكواييه","N1","5","WWWS"
"Sekve","شكوه","N1","15","WS"
"sel","سل","N1","270","S"
"Sel","شل","N1","30","S"
"selACang","سه‌لاچنگ","N1","1","WWS"
"selAh","سلاح","N1","405","WS"
"Selang","شلنگ","N1","3","WS"
"Selangtaxte","شلنگ‌تخته","N1","1","WWWS"
"Selaxtegi","شلختگي","N1","1","WWWS"
"selAye","سه‌‌لايه","A0","5","WWS"
"selAyi","سه‌لايي","A0","1","WWS"
"sele","صله","N1","13","WS"
"selefon","سلفون","N1","1","WWS"
"selektor","سلكتور","N1","1","WWS"
"selenyom","سلنيم","N1","1","WWS"
"selenyusasid","سلنيوس‌اسيد","N1","1","WWWWS"
"Selep","شلپ","Ad","2","WS"
"self","سلف","N1","36","S"
"selfdAn","سلفدان","N1","1","WS"
"selfi","سلفي","A0","1","WS"
"selfservis","سلف‌سرويس","N1","1","WWS"
"Seling","شلينگ","N1","3","WS"
"selk","سلك","N1","4","S"
"sell","صل","N1","1","S"
"Selley","شلي","N4","1","WS"
"Sellik","شليك","N1","135","WS"
"Sellikkonande","شليك‌‌كننده","A0","1","WWWWS"
"SellikSode","شليك‌‌شده","A0","4","WWWS"
"sellul","سلول","N1","225","WS"
"selluli","سلولي","A0","165","WWS"
"sellulo'id","سلولوئيد","N1","1","WWWS"
"selluloz","سلولز","N1","8","WWS"
"selluloz","سلولوز","N1","1","WWS"
"sellulozi","سلولزي","A0","13","WWWS"
"sellulsAzi","سلول‌سازي","N1","1","WWWS"
"sellulSenAsi","سلول‌شناسي","N1","2","WWWWS"
"selsele","سلسله","N1","570","WWS"
"selselejebAl","سلسله‌جبال","N1","7","WWWWS"
"selselejonbAn","سلسله‌جنبان","N1","3","WWWWS"
"selselemarAteb","سلسله‌مراتب","N1","30","WWWWWS"
"selselevAr","سلسله‌وار","A0","1","WWWS"
"selsiyus","سلسيوس","N1","1","WWS"
"SeltAq","شلتاق","N1","15","WS"
"selti","سلتي","N1","1","WS"
"SemA","شما","N1","1","WS"
"semAfor","سمافور","N1","1","WWS"
"semAhe","سه‌‌ماهه","A0","94","WWS"
"semAhegi","سه‌‌ماهگي","N1","4","WWWS"
"semAjat","سماجت","N1","7","WWS"
"semAk","سماك","N1","1","WS"
"semAntik","سمانتيك","N1","1","WWS"
"semAntit","سمانتيت","N1","1","WWS"
"semanzure","سه‌‌منظوره","A0","1","WWWS"
"semarhale'i","سه‌‌مرحله‌‌اي","A0","2","WWWWS"
"semAt","سمات","N1","1","WS"
"semat","سمت","N1","615","WS"
"SemAtat","شماتت","N1","13","WWS"
"SemAtatAlud","شماتت‌آلود","A0","1","WWWWS"
"SemAtatgar","شماتتگر","A0","1","WWWS"
"semej","سمج","A0","5","WS"
"sement","سمنت","N1","1","WS"
"sementi","سمنتي","A0","1","WWS"
"semetri","سه‌‌متري","A0","5","WWS"
"seminAr","سمينار","N1","135","WWS"
"SemirAn","شميران","N2","30","WWS"
"SemirAnAt","شميرانات","N2","127","WWWS"
"SemirAni","شميراني","N4","2","WWWS"
"semirom","سميرم","N2","45","WWS"
"Semme","شمه","N1","45","WS"
"semnAn","سمنان","N2","240","WS"
"semnAni","سمناني","A0","15","WWS"
"Semor","شمر","V1","5000","WS"
"Semord","شمرد","V2","5000","WS"
"Semorde","شمرده","A0","90","WWS"
"SemordeSode","شمرده‌‌شده","A0","1","WWWWS"
"Semr","شمر","N3","15","S"
"SemrebnezeljowSan","شمربن‌‌ذي‌‌الجوشن","N3","1","WWWWWS"
"Semri","شمري","N4","1","WS"
"SemrxAn","شمرخوان","N1","1","WS"
"SemS","شمش","N1","15","S"
"SemSAd","شمشاد","N1","9","WS"
"SemSAdi","شمشادي","N4","1","WWS"
"SemSak","شمشك","N1","15","WS"
"SemSaki","شمشكي","N4","14","WWS"
"semsAr","سمسار","N1","15","WS"
"semsAri","سمساري","N1","1","WWS"
"semsArzAde","سمسارزاده","N4","2","WWWS"
